Latency
,2,,,,,,,,,3,,,,,,,,,4,,,,,,,,,5,,,,,,,,
,2,3,4,5,6,7,8,9,10,2,3,4,5,6,7,8,9,10,2,3,4,5,6,7,8,9,10,2,3,4,5,6,7,8,9,10
dsc_serial_mul,16,64,256,1024,4096,16384,65536,262144,1048576,64,512,4096,32768,262144,2097152,16777216,134217728,1073741824,256,4096,65536,1048576,16777216,268435456,4294967296,68719476736,1099511627776,1024,32768,1048576,33554432,1073741824,34359738368,1099511627776,35184372088832,1125899906842624
es_naive_mul,6.25,28.125,120.0625,496.03125,2016.015625,8128.0078125,32640.00390625,130816.001953125,523776.0009765625,24.25,224.125,1920.0625,15872.03125,129024.015625,1040384.0078125,8355840.00390625,66977792.001953125,536346624.00097656,96.25,1792.125,30720.0625,507904.03125,8257536.015625,133169152.0078125,2139095040.0039062,34292629504.001953,549218942976.001,384.25,14336.125,491520.0625,16252928.03125,528482304.015625,17045651456.007812,547608330240.0039,17557826306048.002,562400197607424.0
es_ordered_bs_mul,7.5,25.5,93.5,357.5,1397.5,5525.5,21973.5,87637.5,350037.5,6.25,20.25,72.25,272.25,1056.25,4160.25,16512.25,65792.25,262656.25,5.53125,17.1328125,59.533203125,221.13330078125,851.5333251953125,3341.133331298828,13235.533332824707,52685.13333320618,210227.53333330154,5.078125,15.08203125,51.0830078125,187.083251953125,715.0833129882812,2795.0833282470703,11051.083332061768,43947.08333301544,175275.08333325386
es_ordered_cas_mul,7.5,25.5,93.5,357.5,1397.5,5525.5,21973.5,87637.5,350037.5,6.25,20.25,72.25,272.25,1056.25,4160.25,16512.25,65792.25,262656.25,5.53125,17.1328125,59.533203125,221.13330078125,851.5333251953125,3341.133331298828,13235.533332824707,52685.13333320618,210227.53333330154,5.078125,15.08203125,51.0830078125,187.083251953125,715.0833129882812,2795.0833282470703,11051.083332061768,43947.08333301544,175275.08333325386
ms_serial_by2_mul,4.0,16.0,64.0,256.0,1024.0,4096.0,16384.0,65536.0,262144.0,16.0,128.0,1024.0,8192.0,65536.0,524288.0,4194304.0,33554432.0,268435456.0,64.0,1024.0,16384.0,262144.0,4194304.0,67108864.0,1073741824.0,17179869184.0,274877906944.0,256.0,8192.0,262144.0,8388608.0,268435456.0,8589934592.0,274877906944.0,8796093022208.0,281474976710656.0
ms_es_naive_by2_mul,1.5625,7.03125,30.015625,124.0078125,504.00390625,2032.001953125,8160.0009765625,32704.00048828125,130944.00024414062,6.0625,56.03125,480.015625,3968.0078125,32256.00390625,260096.001953125,2088960.0009765625,16744448.000488281,134086656.00024414,24.0625,448.03125,7680.015625,126976.0078125,2064384.00390625,33292288.001953125,534773760.00097656,8573157376.000488,137304735744.00024,96.0625,3584.03125,122880.015625,4063232.0078125,132120576.00390625,4261412864.001953,136902082560.00098,4389456576512.0005,140600049401856.0
ms_es_ordered_cas_by2_mul,1.875,6.375,23.375,89.375,349.375,1381.375,5493.375,21909.375,87509.375,1.5625,5.0625,18.0625,68.0625,264.0625,1040.0625,4128.0625,16448.0625,65664.0625,1.3828125,4.283203125,14.88330078125,55.2833251953125,212.88333129882812,835.283332824707,3308.8833332061768,13171.283333301544,52556.883333325386,1.26953125,3.7705078125,12.770751953125,46.77081298828125,178.7708282470703,698.7708320617676,2762.770833015442,10986.77083325386,43818.770833313465
ms_es_ordered_bs_by2_mul,1.875,6.375,23.375,89.375,349.375,1381.375,5493.375,21909.375,87509.375,1.5625,5.0625,18.0625,68.0625,264.0625,1040.0625,4128.0625,16448.0625,65664.0625,1.3828125,4.283203125,14.88330078125,55.2833251953125,212.88333129882812,835.283332824707,3308.8833332061768,13171.283333301544,52556.883333325386,1.26953125,3.7705078125,12.770751953125,46.77081298828125,178.7708282470703,698.7708320617676,2762.770833015442,10986.77083325386,43818.770833313465
ms_serial_by4_mul,1.0,4.0,16.0,64.0,256.0,1024.0,4096.0,16384.0,65536.0,4.0,32.0,256.0,2048.0,16384.0,131072.0,1048576.0,8388608.0,67108864.0,16.0,256.0,4096.0,65536.0,1048576.0,16777216.0,268435456.0,4294967296.0,68719476736.0,64.0,2048.0,65536.0,2097152.0,67108864.0,2147483648.0,68719476736.0,2199023255552.0,70368744177664.0
ms_es_naive_by4_mul,0.390625,1.7578125,7.50390625,31.001953125,126.0009765625,508.00048828125,2040.000244140625,8176.0001220703125,32736.000061035156,1.515625,14.0078125,120.00390625,992.001953125,8064.0009765625,65024.00048828125,522240.0002441406,4186112.0001220703,33521664.000061035,6.015625,112.0078125,1920.00390625,31744.001953125,516096.0009765625,8323072.000488281,133693440.00024414,2143289344.000122,34326183936.00006,24.015625,896.0078125,30720.00390625,1015808.001953125,33030144.000976562,1065353216.0004883,34225520640.000244,1097364144128.0001,35150012350464.0
ms_es_ordered_cas_by4_mul,0.46875,1.59375,5.84375,22.34375,87.34375,345.34375,1373.34375,5477.34375,21877.34375,0.390625,1.265625,4.515625,17.015625,66.015625,260.015625,1032.015625,4112.015625,16416.015625,0.345703125,1.07080078125,3.7208251953125,13.820831298828125,53.22083282470703,208.82083320617676,827.2208333015442,3292.820833325386,13139.220833331347,0.3173828125,0.942626953125,3.19268798828125,11.692703247070312,44.69270706176758,174.6927080154419,690.6927082538605,2746.692708313465,10954.692708328366
